Review,Rating,Sentiment,cleaned_review
Terrible customer service,1,Negative,terrible customer service
"This is a worst airline service, I will never book or recommend someone to book on this site.",1,Negative,bad airline service never book recommend someone book site
Les interlocuteurs que j’ai en face me raccroches au nez quand je demande pourquoi je n’ai pas reçu de mail d’annulation,1,Negative,les interlocuteur que jai en face raccroche au nez quand je demande pourquoi je nai pas reu de mail dannulation
"I am in tears writing this, missing my vacation because I am trying to reach this company to get help from someone. I re-booked my flight and got a confirmation email but the update doesn't reflect on their side or the airlines. So in an abundance of caution I call back and what am I told? Flight was cancelled (it wasn't) and that's why my booking ID is invalid now. WHAT? I paid for a flexible ticket. I paid the change fee. I am going to file a dispute with my credit card company.Edit: thousands of 1 star reviews are right about your business.",1,Negative,tear write missing vacation try reach company get help someone rebooke flight get confirmation email update do not reflect side airline abundance caution call back tell flight cancel be not that s book i d invalid pay flexible ticket pay change fee go file dispute credit card companyedit thousand star review right business
No review text,4,Positive,review text
All good if I get what I paid for xxx,5,Positive,good get pay xxx
Terrible service. They cann't even refund for cancelled flights,1,Negative,terrible service cannt even refund cancel flight
Not to be trusted!!! Booked a flight with them on a bamboo airways flight that the airline cancelled. Gotogate say contact the airline for a refund. The airline said contact Gotogate. Now I can't even view the booking as the reference is void.,1,Negative,trust book flight bamboo airway flight airline cancel gotogate say contact airline refund airline say contact gotogate can not even view book reference void
"The website seems to be crafted with the deliberate intent of manipulating customers and leading them into paying inflated prices. In my recent attempt to book a ticket, after entering all my information on the payment screen, a prompt appeared stating that the prices had nearly doubled. If the flight isn't available at the initially presented price, why deceive customers into thinking it is and then abruptly change the prices at the last minute? This appears to be a deliberate strategy to trick customers into paying higher amounts before completing the checkout process.",1,Negative,website seems craft deliberate intent manipulate customer lead pay inflated price recent attempt book ticket enter information payment screen prompt appear state price nearly double flight be not available initially present price deceive customer think abruptly change price last minute appear deliberate strategy trick customer pay high amount complete checkout process
VERY FAST AND UNDERSTEND EVERYTHINJ VERY EASY!!!,5,Positive,fast understend everythinj easy
Avoid at all costs. Worst company ever.,1,Negative,avoid cost bad company ever
"Truffatori : Compro biglietto tramite la loro piattaforma Il giorno della partenza mi presento come di consueto 3 ore prima all’aeroporto e NULLA completamente il nulla : aereo e compagnia inesistenti mi trovavo a Kuala Lampur dall’altra parte del mondo , oltre che avermi rovinato la vacanza perché poi da lì ho perso tutte le combinazioni , non mi vogliono neanche restituire i soldi!Procedo via legale NON PRENOTATE Scammers:I buy tickets via their platformOn the day of departure I show up as usual 3 hours early at the airport and absolutely NOTHING: plane and company non-existent, I was in Kuala Lampur on the other side of the world, as well as having ruined my holiday because then from there I lost everything the combinations, they don't even want to give me my money back!I proceed legallyDO NOT BOOK",1,Negative,truffatori compro biglietto tramite la loro piattaforma il giorno della partenza mi presento come di consueto ore prima allaeroporto e nulla completamente il nulla aereo e compagnia inesistenti mi trovavo kuala lampur dallaltra parte del mondo oltre che avermi rovinato la vacanza perch poi da l ho perso tutte le combinazioni non mi vogliono neanche restituire soldiprocedo via legale non prenotate scammersi buy ticket via platformon day departure show usual hour early airport absolutely nothing plane company nonexistent kuala lampur side world well ruin holiday lose everything combination do not even want give money backi proceed legallydo book
"Worst service ever, I have been waiting for refund since March. Do not use as very poor customer service and inconsiderate about customer financial position. Had to borrow money to get another ticket.",1,Negative,bad service ever wait refund since march use poor customer service inconsiderate customer financial position borrow money get another ticket
"It's very simple , straight forward and easy to use.",5,Positive,simple straight forward easy use
Fee's are little high to cancel and the wait time to get an agent was long. BUT - The agent was great. Clear and efficient. No issues. Cancellation was actioned.Will wait and see how long it takes to get the refund.,4,Positive,fee little high cancel wait time get agent long agent great clear efficient issue cancellation actionedwill wait see long take get refund
"I booked flights and baggage through these in July! When I checked in, Go to Gate hadn’t paid the airline for the baggage so I had to pay £120. I’ve been chasing this ever since and am told “it is being processed”. I’ve never been as frustrated with a company as I have been with these clowns! Absolute thief’s and shocking customer service!!! Do yourself a favour and DO NOT USE THESE!",1,Negative,book flight baggage july check go gate have not pay airline baggage pay I ve chase ever since tell process I ve never frustrate company clown absolute thief shock customer service favour use
"They are pure scammers. Their manager in the call Center pretends to not hear anything and I could hear these Indian folks laughing and telling in Hindi to the manager to just say ""you can’t hear and hang up"". They made me call over 10 times and when they transferred to a manager it was a voice mail. Booking.com is a partner in this scam. They rebooked our flights on our request sent a confirmation after making a payment of £190, and next day we get an email saying they need £200 more or they will cancel the tickets. Pure scam. Even though we have a confirmation email from booking.com saying it went all through. Now we have to pay extra or we have no return flight to get home. Both of them are cheaters. Horrible. Zero rating. Their call Center is a scam Center that does all illegal activities.",1,Negative,pure scammer manager call center pretend hear anything could hear indian folk laugh tell hindi manager say can not hear hang make call time transfer manager voice mail bookingcom partner scam rebooke flight request send confirmation make payment next day get email say need cancel ticket pure scam even though confirmation email bookingcom say go pay extra return flight get home cheater horrible zero rating call center scam center illegal activity
I bought a ticket in July for a flight in December. When I get to the airport I’m told that I don’t have a ticket number because these people haven’t even emailed the basic necessities that they should know we would need. I have always got tickets from these people and I trusted them but they have broken this trust. Instead of trying to resolve this issue they keep putting us on hold and transferring us for no reason. Then they tell us to call them back in an hour . We stayed at the airport for over 6 hours and called them the whole entire time we were there most of which we were put on hold. Then they tried to give us a new ticket but they send an email and delete it straight afree and when we forwarded the email to ourselves we found out that it is a blank email. These people are basically scammers who scammed our money because we paid a substantial amount for 5 people.,1,Negative,buy ticket july flight december get airport I m tell do not ticket number people have not even email basic necessity know would need always get ticket people trust broken trust instead try resolve issue keep put we hold transfer we reason tell we call back hour stay airport hour call whole entire time put hold try give we new ticket send email delete straight afree forward email find blank email people basically scammer scamme money pay substantial amount people
I booked a non stop flight but when airlines sent me confirm there was a stop over.,1,Negative,book non stop flight airline send confirm stop
Never use this c...p. You will have a big troubles when flight is changed. You won't be able to check in,1,Negative,never use cp big trouble flight change will not able check
No review text,1,Negative,review text
"Flight CANCELLED by AIRLINE and they threatened to keep my money for no show while acknowledging that fact. Even if they say they'll refund you they won't after a year.Do not give them money, and if you already have, file a dispute with your bank or card.",1,Negative,flight cancel airline threaten keep money show acknowledge fact even say they ll refund will not yeardo give money already file dispute bank card
La disponibilità immediata è perfetta,5,Positive,la disponibilit immediata perfetta
the customer care officer hung up the call on me after was not taking steps to help while I was stuck in the airport. they are not willing to communicate with the airline in time of need I missed my flight because they were not able to update my return ticked.,1,Negative,customer care officer hang call take step help stuck airport willing communicate airline time need miss flight able update return tick
No review text,5,Positive,review text
"the worst agent ever, the worst after-sales services!!you will pay the ticket price + the flexible ticket + more extra fees for small services + the difference in change even if the new ticket is way cheaper, they will find a way to double the price and make you pay.",1,Negative,bad agent ever worst aftersale servicesyou pay ticket price flexible ticket extra fee small service difference change even new ticket way cheap find way double price make pay
No review text,5,Positive,review text
"Sincerely, it was a great experience!",5,Positive,sincerely great experience
Rapide SimpleClaire,5,Positive,rapide simpleclaire
"I booked two tickets last night, and wanted to cancel them this morning due to plan change. It is well within 24 hours period. However, I was told the tickets can't be cancelled when I called customer service. I called the airline. The airline told me that it has to be done by the 3rd party.Be aware to use this 3rd party site unless you are 100% sure about your plan.",1,Negative,book two ticket last night want cancel morning due plan change well within hour period however tell ticket can not cancel call customer service call airline airline tell do rd partybe aware use rd party site unless sure plan
It’s ok i will take tickets from you next time,5,Positive,ok take ticket next time
Good experience,5,Positive,good experience
I gave you 5 stars because your staff are fantastic they not only go above and beyond to help they are polite and extremely helpful. Keep up the great work.,5,Positive,give star staff fantastic go beyond help polite extremely helpful keep great work
"I booked a flight in Brazil. The flight got rerouted 2 weeks before departure and I never accepted the changes so I contacted customer service by then to cancel the flight and refund: simple task. It took me 3 times across 2 weeks and uncountable waiting hours during my holidays, passing the case from one department to another, getting useless answers by email avoiding the cancellation and refund confirmation, asking me to contact them back to discuss. Finally the confirmation from them to cancel and submit a refund, was 'completed' the same day of departure!! after another painful waiting time. Unfortunately, a few weeks later, again another useless email asking to contact them, so after a couple of hours and several teams involved, someone confirmed me that the cancelation rules of the flying company had fees over the price of the refund, leaving me with no solution and no money, and just a suggestion of contacting the flying company myself. The feeling left is they did not wanted to cancel the flight and get the refund on time.  They don't care about refunding money at all. Such a pain contacting them every time. On the top of this, after confirming by the customer service agent to send me all the transcriptions of my conversations during the process, this was never delivered except the last conversation with the conclusions. I had used them in the past, and if everything goes as planned is ok, but if something happens is just not worth it and you are on your own and became a waste of time. They have lost a client, never again.",1,Negative,book flight brazil flight get reroute week departure never accept change contact customer service cancel flight refund simple task take time across week uncountable waiting hour holiday pass case one department another get useless answer email avoid cancellation refund confirmation ask contact back discuss finally confirmation cancel submit refund complete day departure another painful waiting time unfortunately week later another useless email ask contact couple hour several team involve someone confirm cancelation rule fly company fee price refund leave solution money suggestion contact fly company feel left want cancel flight get refund time do not care refund money pain contact every time top confirm customer service agent send transcription conversation process never deliver except last conversation conclusion use past everything goes plan ok something happen worth become waste time lose client never
Super service client,4,Positive,super service client
"Do not use GotoGate. I cancelled my return flight due to a change in work schedule. The airline confirmed they would provide a full refund to the cancellation. However, 4 months later, Gotogate still has not returned my money. I have called them over 15 times over the past 4 months trying to get my refund, but they say I ""need to wait a little longer"". They constantly lie to get you off of the phone, saying a manager or their refund department will call back with more details. They told me this every time I called and I never received a call back.Gotogate claimed the airline had not refunded them and was not responded to their request, therefore they could not refund me. However, I reached out to the airline directly (airline responded within a 12 hrs), and the airlines provided proof that they refunded Gotogate on Oct. 4 (December at the time of writing and Gotogate still claims the airline has not refunded them). This seems to be a common experience for others as well.4 days ago I contacted my bank to charge back my funds and I have received my money back. Gotogate still withheld their service fee for processing a refund so it is clear they were holding my refund and once my bank got involved, they processed it.If anyone else is having a bad experience with getting a refund from Gotogate, contact the airline directly to see how much of a refund you are owed and if Gotogate does not refund you in a reasonable amount of time, go directly to your bank.To any potential customers, do not use this service. Their prices aren't the lowest, and the headache is not worth the small amount of money you will save.",1,Negative,use gotogate cancel return flight due change work schedule airline confirm would provide full refund cancellation however month later gotogate still return money call time past month try get refund say need wait little long constantly lie get phone saying manager refund department call back detail tell every time call never receive call backgotogate claim airline refund respond request therefore could refund however reach airline directly airline respond within hrs airline provide proof refund gotogate oct december time write gotogate still claim airline refunded seem common experience other well day ago contact bank charge back fund receive money back gotogate still withhold service fee processing refund clear hold refund bank get involve process itif anyone else bad experience get refund gotogate contact airline directly see much refund owe gotogate refund reasonable amount time go directly bankto potential customer use service price be not low headache worth small amount money save
No review text,5,Positive,review text
Very easy to use didn’t take long to book flights,4,Positive,easy use do not take long book flight
Very simple and very effective make it very easy to understand and do booking,5,Positive,simple effective make easy understand booking
The booking process is very detailed and annoying. An honest price at the start would be appreciated without charging for all the extra's,3,Neutral,booking process detail annoying honest price start would appreciate without charge extras
No review text,5,Positive,review text
Very fast booking and confirmation service with Gotogate,5,Positive,fast book confirmation service gotogate
Fair prices on flight and stead right forward as it to use to book,5,Positive,fair price flight stead right forward use book
Honestly the worst customer service! This Go To Gate is the classic case take your money and run company. Had an issue at the airport with one of their bookings that left me stranded in South Africa for 2 days back in August. When trying to contact them they had no regard or empathy and did not care. They are a subed out company that works through a call centre in India and sounds like they have not been trained to handle anything more then either placing you on hold or hanging up on you. They are not ATOL registered and refuse to acknowledge who they are regulated by as not covered in the UK. I have been chasing them for a response for nearly 5 mouths now as had to purchase a new ticket out of pocket which is not covered under travel insurance. I know they have alot of reviews (alot of bad reviews) but please do not use this company as it really is a joke.,1,Negative,honestly bad customer service go gate classic case take money run company issue airport one booking leave strand south africa day back august try contact regard empathy care sub company work call centre india sound like train handle anything either place hold hang atol register refuse acknowledge regulate cover uk chase response nearly mouth purchase new ticket pocket cover travel insurance know alot review alot bad review please use company really joke
"I like the cost of the flight, however, the price went up when I backed out to fill in my partner's middle name and then went back in.",3,Neutral,like cost flight however price go back fill partner middle name go back
They steal money from customers. They should be tried in court and jailed.,1,Negative,steal money customer try court jail
ScamThe website will change its price at the end.Do not book through this website.'Very poor and rude customer service.,1,Negative,scamthe website change price enddo book websitevery poor rude customer service
Good service,5,Positive,good service
"Very easy to book tickets ,very realible company, booked last year and very happy with customer service from gogate",5,Positive,easy book ticket realible company book last year happy customer service gogate
Scammers!Posted a review of how awful they were earlier in the year. They promised me a full refund with a very long period for the funds to be sent to keep me quiet. On the last day they cancelled my refund without giving a reason. Completely stand by my first review of one star as they've proven to be awful once again.,1,Negative,scammersposte review awful early year promise full refund long period fund send keep quiet last day cancel refund without give reason completely stand first review one star they ve prove awful
"They should go to jail, stealing money form the customers. Pls do not book any flight tickets through them. They are a scam. We cancel do tu the war months back. I'm still waiting for therefund and they continue to insist that the they notnreceived the money from the company ( we have the proof from air jordan that they have refunded the ticket) Customer service provides standard auto response that they are working on it. Such a fraud...",1,Negative,go jail steal money form customer pls book flight ticket scam cancel tu war month back I m still wait therefund continue insist notnreceived money company proof air jordan refund ticket customer service provide standard auto response work fraud
No review text,5,Positive,review text
Best prices and clear and easy website,5,Positive,good price clear easy website
We found the flights on the sky scanner App and it was initially advertised as €426 but we ended up paying €529…….,2,Negative,find flight sky scanner app initially advertise end pay
"Very straight forward - was the second best deal, still worth it though. A lot of add-on options available. Can’t complain, so far, so good.",4,Positive,straight forward second good deal still worth though lot addon option available can not complain far good
"Booking process was super smooth, and the website was really easy to navigate.",5,Positive,booking process super smooth website really easy navigate
"BEWARE OF PHONE LINE CHARGESTerrible customer service, avoid if possible.We were informed the week before our long-haul flight that our flight had been cancelled, and were told to apply for a refund through a link on the email. I decided to contact GoToGate directly via phone call as I was not able to log in to their website nor live chat service. There was an alternative flight heading out 5 minutes later with the same airline, so asked to be switched to this flight. After 1 week of stressful back and forth phone calls, they were still not able to switch me to the flight. 24hours before the due flight, I was told to phone the airline directly, who were able to put me on the flight straight away. GoToGate were of no help at all, and I ended up with a £350 phone bill from being on hold so much while phoning their international line. They now refuse to cover any of the costs.",1,Negative,beware phone line chargesterrible customer service avoid possiblewe inform week longhaul flight flight cancel tell apply refund link email decide contact gotogate directly via phone call able log website live chat service alternative flight heading minute later airline ask switch flight week stressful back forth phone call still able switch flight hour due flight tell phone airline directly able put flight straight away gotogate help end phone bill hold much phone international line refuse cover cost
Really easy to place your bookings,5,Positive,really easy place booking
No hidden extras on site price were what it advertised.,4,Positive,hidden extras site price advertise
Booked flight from India to UK and back. Different transit points for both legs. No info on whether a transit visa is needed or not. Ended up paying double the ticket cost.Keep off from this website..,1,Negative,book flight india uk back different transit point leg info whether transit visa need end pay double ticket costkeep website
No review text,5,Positive,review text
"I wanted to change the date to one day earlier right after I booked, but they still charged me $45/person for cancelling",1,Negative,want change date one day early right book still charge person cancel
Gotogate initially displayed a price of $2292/ for 4 tickets and after putting in all the passenger information and submitting to buy it changed the final price to $2337/- . I was little upset with this bait and switch technique. However since the difference was not that high I bought the tickets. (assuming the ticket price went up while I was filling in the passenger info. But after 30 mins or so after buying the ticket at a higher price I again did the same route search and the ticket price for 4 tickets again showed $2292/- so  it looks like Gotogate is back on applying the trick of bait and switch.  I have taken the screen prints and time stamp and will put on variolous forum.,1,Negative,gotogate initially display price ticket put passenger information submit buy change final price little upset bait switch technique however since difference high buy ticket assume ticket price go fill passenger info min buy ticket high price route search ticket price ticket show look like gotogate back apply trick bait switch take screen print time stamp put variolous forum
Good price easy to use have used while travelling in South America,5,Positive,good price easy use use travel south america
"Wow, I don’t even want to give these people one star. I booked through them for a flight from Charlotte to Staunton Virginia on contour Airlines. My first flight was delayed by an hour because they couldn’t find their crew. My flight returning to Charlotte on Sunday the 10th was delayed and we were notified at the time of the flight or 30 minutes before that it would take off at 2:30. We were told at the airport that there was no crew to fly the plane from Charlotte to Staunton. Contour Airlines never updated us that the flight continued to be delayed and we waited until 330 to reschedule because TSA at the airport was timing out. When I called gotogate customer service the representative refused to connect me with a supervisor and when I continued to ask, he hung up on me.",1,Negative,wow do not even want give people one star book flight charlotte staunton virginia contour airline first flight delay hour could not find crew flight return charlotte sunday th delay notify time flight minute would take tell airport crew fly plane charlotte staunton contour airline never update we flight continue delay wait reschedule tsa airport timing call gotogate customer service representative refuse connect supervisor continue ask hung
"While I finish the payment protocol, GTG comes back that the price has increased by UKpounds 302!A shame, no transparency!!",1,Negative,finish payment protocol gtg come back price increase ukpound shame transparency
"Failed to process a refund, easier to go straight to the small claims court than engage with their customer service",1,Negative,fail process refund easier go straight small claim court engage customer service
Liked easiness simplicity. Price wise could be better. Always.,3,Neutral,like easiness simplicity price wise could well always
No review text,5,Positive,review text
"I have used the company on three occasions, they provide excellent service.",5,Positive,use company three occasion provide excellent service
"This is a review for flights booked using Gotogate in partnership with booking.com. Best customer service from both booking.com and Gotogate ever.What a pleasant surprise after all the negative Gotogate and booking.com reviews over the last few months.A full refund for our returns flights from Dublin to Johannesburg after my wife was diagnosed with ""cancer of the bladder"".Not only the refund, but also the genuine sympathetic and timely feedback, by phone and emails from both companies.Bravo for pulling out all the stops to accommodate us.",5,Positive,review flight book use gotogate partnership bookingcom good customer service bookingcom gotogate everwhat pleasant surprise negative gotogate bookingcom review last monthsa full refund return flight dublin johannesburg wife diagnose cancer bladdernot refund also genuine sympathetic timely feedback phone email companiesbravo pull stop accommodate we
"I booked a flight to Bangkok with Gotogate, they issued the ticket with my name wrongly written. I couldn't fly because the name didn't match the passport, and I lost the money I paid. They were not able to amend it, and no refund, not even a voucher for another flight.After reading Gotogate's reply, and seen they don't assume any responsibility for this, I will just not give them another chance. I would advise against Gotogate.",1,Negative,book flight bangkok gotogate issue ticket name wrongly write could not fly name do not match passport lose money pay able amend refund even voucher another flightafter read gotogate reply see do not assume responsibility give another chance would advise gotogate
"Thank you, everything quick and correct !",5,Positive,thank everything quick correct
"Great experience, everything was smooth and easy to follow",5,Positive,great experience everything smooth easy follow
"Good service, well doneThanks",5,Positive,good service well donethank
No review text,5,Positive,review text
Gotogate helped purchase tickets and travel insurance at a great price that was not available on other platforms. The process was simple and easy.,5,Positive,gotogate help purchase ticket travel insurance great price available platform process simple easy
excellent site,5,Positive,excellent site
Very easy to book and all confirmed fast,5,Positive,easy book confirm fast
No review text,5,Positive,review text
"My flight was cancelled by an airline in June 2023. I bought an alternative flight and was told that they would refund to me. After 4 months I received a refund of 80% of the value of the one-way ticket only, which means that they did not pay for the return ticket at all. Since then I still correspond and call every month to find out when I will receive the full refund, but the service representatives answer like robots and do not really help.Half a year has passed and I still have not received a refund, even though when I purchased replacement tickets the sales representative sent me confirmation by email of the cancellation and that I would receive a refund within 3-4 weeks.",1,Negative,flight cancel airline june buy alternative flight tell would refund month receive refund value oneway ticket mean pay return ticket since still correspond call every month find receive full refund service representative answer like robot really helphalf year pass still receive refund even though purchase replacement ticket sale representative send confirmation email cancellation would receive refund within week
Price same as shown on kayak.com.Easy payment process.,5,Positive,price show kayakcomeasy payment process
I prefer to give zero ratings for gotogate. Pls do not book any flight tickets through them. They are a scam. My ticket was cancelled 2 months back by gulfair through gotogate and I'm still waiting for the refund. Customer service provides standard auto response that they are working on it. Such a fraud.,1,Negative,prefer give zero rating gotogate pls book flight ticket scam ticket cancel month back gulfair gotogate I m still wait refund customer service provide standard auto response work fraud
"Flights were fairly priced. Website easy to use. Was difficult to get to an agent to cancel my flight it when I did, the agent was helpful and the process was seamless!",4,Positive,flight fairly price website easy use difficult get agent cancel flight agent helpful process seamless
Good and fair price. Easy to book and navigate. Excellent!.,5,Positive,good fair price easy book navigate excellent
"I booked flights via Booking.com and was told weeks before I was due to travel by Go To Gate that my flights had been changed and that as there were no good alternative route the whole booking had to be cancelled. I agreed to be refunded. Since then I have had nothing but lies, copy-and-paste emails and hours of terrible call centre chasing: I fly tomorrow with no money as I am waiting on a £1200 refund and had to go into debt to replace my flights. I have explained over and over that it is not safe for a solo traveller to go anywhere without funds, and they do not care. They took weeks to even process the refund from the airline, and claim they cannot pay me back despite being a huge corporation; £1200 is a huge amount of money to me, it’s nothing to these companies. Call centre goes nowhere, they will not transfer, they will not escalate, there is nobody to complain to who can actually do anything. An absolute scam. I will never use Booking.com or anyone else working with GTG again.",1,Negative,book flight via bookingcom tell week due travel go gate flight change good alternative route whole booking cancel agree refund since nothing lie copyandpaste email hours terrible call centre chasing fly tomorrow money wait refund go debt replace flight explain safe solo traveller go anywhere without fund care take week even process refund airline claim pay back despite huge corporation huge amount money nothing company call centre go nowhere transfer escalate nobody complain actually anything absolute scam never use bookingcom anyone else work gtg
It was quick...But again NOT the indicated price...instead of 10900 TL l paid 11 250 TL...Why..ldont know?,4,Positive,quickbut indicate priceinstead tl l pay tlwhyldont know
They have not honoured a refund for flights cancelled in JuneEmirates claim to have refunded the ticket to GOTOGATE..... GOTOGATE deny this.These guys are a scam and they have been getting away with it for years,1,Negative,honour refund flight cancel juneemirate claim refunded ticket gotogate gotogate deny thisthese guy scam get away year
"Don't like the seemingly low airfare, then try to add all the other fees.",3,Neutral,do not like seemingly low airfare try add fee
"Their service is absolutely shocking, I am trying to cancel my booking from last weeks for medical which genuine reason to cancel for free of cost but they are not doing it, every day they give me a different answer about requesting airline to cancel and airline said we have not received any cancellation request for this booking. I am not recommend this website to booking flight tickets.",1,Negative,service absolutely shocking try cancel booking last week medical genuine reason cancel free cost every day give different answer request airline cancel airline say receive cancellation request book recommend website book flight ticket
"I booked a ticket with Goto Gate and then had to cancel it. In order to use my ticket again, the flight company wanted me to contact with Goto Gate. I reached them and the customer service created a case for me. They told me the support team will contact you. It has been 4 days and I havent received any calls or emails. I contacted them and again the same procedure:""support team will contact you"". I am not sure how long do I have to wait for support team. The flight prices are rising constantly and I am still waiting for support team. DONT use Goto Gate or even if you use try not to have any problems because support team will never reach you (I am not sure if they really have any support teams!).",1,Negative,book ticket goto gate cancel order use ticket flight company want contact goto gate reach customer service create case tell support team contact day have not receive call email contact proceduresupport team contact sure long wait support team flight price rise constantly still wait support team do not use goto gate even use try problem support team never reach sure really support team
"Scam website, I booked 2 tickets today, got a fake booking number for the airline, I called and they say its the airline issue and wont refund me.  Now talking to airline soon. But this company is fake for sure.",1,Negative,scam website book ticket today get fake booking number airline call say airline issue will not refund talk airline soon company fake sure
"I purchased a ticket with Gotogate in June, and 20 days before my flight, they began to make changes to the itinerary. Eventually, I received an email stating that my flight had been canceled by the airline. I called customer service multiple times, spending hours on the phone trying to resolve the issue. They told me to contact the airline directly, but when I did, the airline stated that the problem was with Gotogate and that they should handle it.After several attempts, I was told to wait for a response from Gotogate within 28 to 42 hours. In other words, I still have to see if they will be able to resolve the issue. If you prefer to avoid problems, do not purchase from this company. Their customer service is ineffective, and they simply transfer the call without understanding the issue. Avoid problems and steer clear of Gotogate.",1,Negative,purchase ticket gotogate june day flight begin make change itinerary eventually receive email state flight cancel airline call customer service multiple time spend hour phone try resolve issue tell contact airline directly airline state problem gotogate handle itafter several attempt tell wait response gotogate within hour word still see able resolve issue prefer avoid problem purchase company customer service ineffective simply transfer call without understand issue avoid problem steer clear gotogate
Booking my flights couldn't of been easier,5,Positive,book flight could not easy
if you cancel within 24 hours they deduct service fee,1,Negative,cancel within hour deduct service fee
"We booked international flight tickets from London Heathrow. Flight got cancelled and its been 6 months we are chasing for refunds but customer service always comes back with standard answer that we are processing high volumes and that we need to wait. Not sure at this age, are they manually processing this one by one that its take 6months and still no refunds. They dont care about refunding money at all. Such a pain calling them everytime and the trained offshore resources giving standard answers. Strongly advice all travelling to no fall the trap of low costs and end up with nightmare dealing with them. I am not sure how many more are suffering but only a court action will their payment defaults with customers.",1,Negative,book international flight ticket london heathrow flight get cancel month chase refund customer service always come back standard answer process high volume need wait sure age manually process one one take month still refund do not care refund money pain call everytime train offshore resource give standard answer strongly advice travel fall trap low cost end nightmare deal sure many suffer court action payment default customer
"I wanted to change my return ticket from GoaYour company wanted over £250 ,for that Single ticket is total for 3 persons  £105.I booked that. I will not use my return ticket from Goa to Mumbai.",1,Negative,want change return ticket goayour company want single ticket total person book use return ticket goa mumbai
Am disappointed about you l don’t have any answers and l paid my travel yesterday,1,Negative,disappoint l do not answer l pay travel yesterday
No review text,4,Positive,review text
Good Service.,5,Positive,good service
No review text,5,Positive,review text
Great experience. Fantastic price,5,Positive,great experience fantastic price
I paid for seats and did not receive a refund because the flight was changedThere is no one to talk to,1,Negative,pay seat receive refund flight changedthere one talk
Fast and easy. everything went fine.,5,Positive,fast easy everything go fine
Flight was easy to source and great to compare in pricing and flight times. Also easy to book.,5,Positive,flight easy source great compare pricing flight time also easy book
"BEWARE credit card fee deception! They clearly state ""0 fee"" on visa debit card but after entering the card details the amount changes quickly without any warning to a very high amount. Also same with PayPal despite again clearly stating a ""0 fee"". To be clear this only happens after you have accepted all the conditions and entered your card for final payment!!!!",1,Negative,beware credit card fee deception clearly state fee visa debit card enter card detail amount change quickly without warn high amount also paypal despite clearly state fee clear happen accept condition enter card final payment
easy to navigate the system and booking is easy. we have used go to gate several times and each time has been great.,5,Positive,easy navigate system book easy use go gate several time time great
SCAMMERS ! Can’t give you price which you see online . Always insists passengers for more money . Actually the price which you see is just for you to get pampered and book online but actually it doesn’t exist . FRAUDSTERS! All positive reviews are fake . I don’t know how Google  maintains this type of Fraudsters.,1,Negative,scammer can not give price see online always insist passenger money actually price see get pamper book online actually do not exist fraudster positive review fake do not know google maintains type fraudster
"I would like to thank all the workers on this website. I extend my appreciation for making an easy, simple and comfortable website",5,Positive,would like thank worker website extend appreciation make easy simple comfortable website
No review text,5,Positive,review text
I highly recommend GotoGate—Bangkok Delhi booking for my family holiday for the best flight booking.Cheers,5,Positive,highly recommend gotogatebangkok delhi book family holiday good flight bookingcheer
My brother used them during lockdown where he bought an emergency ticket with Qatar airlines as Emirates had stopped it flights due to country lockdown and they were very effective and efficient. Using them for the first time yet to travel,5,Positive,brother use lockdown buy emergency ticket qatar airline emirate stop flight due country lockdown effective efficient use first time yet travel
No review text,5,Positive,review text
"Took 16 days for someone to contact me back. Called and spoke to 20 different advisors and non of them gave me correct Information. Despite Qatar airways not charging a single penny for a name correction, go to gate charged £34 for their service . Appalling, ridiculous and awful service. Worse experience with this travel company.",1,Negative,take day someone contact back call speak different advisor non give correct information despite qatar airways charge single penny name correction go gate charge service appal ridiculous awful service bad experience travel company
"Excellent, very good price",5,Positive,excellent good price
"Very easy to use, fast process and best price on the market!",5,Positive,easy use fast process good price market
No review text,5,Positive,review text
"My flight was cancelled by an airline on the 12th Oct. I opted for an alternative flight and was told that they were waiting for confirmation from the airline. Two months later to this date, despite numerous calls, emails and follow-ups, all I'm getting back is that they'll escalate it and all I can do is wait. My flight date is coming up and it's not getting sorted. MHT8RL",1,Negative,flight cancel airline th oct opt alternative flight tell wait confirmation airline two month later date despite numerous call email followup I m get back they ll escalate wait flight date come get sort mhtrl
I have been trying to get a refund or at least a credit for a cancellation. It’s been almost 1 month and I simply get no answers and am now being told they now can’t even find my booking(I’ve been using the same code all along). DO NOT USE THIS COMPANY.,1,Negative,try get refund least credit cancellation almost month simply get answer tell can not even find bookingive use code along use company
"I am booking across Gotogate and sending the money to him. They didn't send me the ticket, and I lost my money. I warn everyone against dealing with them, and I have proof of that, as I filmed a video of the computer screen while dealing with them and being exposed to fraud.",1,Negative,book across gotogate send money do not send ticket lose money warn everyone deal proof film video computer screen deal expose fraud
